X,Y,Z,Label
396237.246,3988401.364,1980.189,1980.189
396195.312,3988030.849,1980.242,1980.242
396213.819,3987938.094,1980.246,1980.246
396176.078,3988377.053,1980.271,1980.271
396170.367,3988083.150,1980.294,1980.294
396330.642,3988340.616,1980.331,1980.331
396205.454,3988054.564,1980.335,1980.335
396281.316,3988369.017,1980.353,1980.353
396154.865,3988300.082,1980.362,1980.362
396230.055,3988408.868,1980.367,1980.367
396138.458,3988260.742,1980.380,1980.380
396202.190,3988050.207,1980.404,1980.404
396285.674,3988365.608,1980.414,1980.414
396209.662,3988428.912,1980.426,1980.426
396151.713,3988278.919,1980.429,1980.429
396215.504,3987910.163,1980.463,1980.463
396169.198,3988314.232,1980.464,1980.464
396164.072,3988340.299,1980.465,1980.465
396342.079,3988334.686,1980.486,1980.486
396209.102,3987983.641,1980.524,1980.524
396174.088,3988381.701,1980.572,1980.572
396256.833,3988382.002,1980.577,1980.577
396182.905,3988427.344,1980.584,1980.584
396148.452,3988188.697,1980.584,1980.584
396214.905,3987915.222,1980.592,1980.592
396169.090,3988360.548,1980.597,1980.597
396239.058,3988396.261,1980.609,1980.609
396134.723,3988203.373,1980.611,1980.611
396206.958,3988433.815,1980.642,1980.642
396262.402,3988378.903,1980.652,1980.652
396133.801,3988210.103,1980.662,1980.662
396179.318,3988079.888,1980.663,1980.663
396175.842,3988371.822,1980.664,1980.664
396270.986,3988375.743,1980.668,1980.668
396148.466,3988178.130,1980.738,1980.738
396145.329,3988268.186,1980.739,1980.739
396251.665,3988385.652,1980.745,1980.745
396162.827,3988327.011,1980.755,1980.755
396191.640,3988078.044,1980.832,1980.832
396156.656,3988115.446,1980.851,1980.851
396203.140,3987992.533,1980.871,1980.871
396146.564,3988287.365,1980.915,1980.915
396276.698,3988371.758,1980.979,1980.979
396161.607,3988106.673,1981.038,1981.038
396134.091,3988215.759,1981.041,1981.041
396204.325,3987987.459,1981.050,1981.050
396138.466,3988254.831,1981.064,1981.064
396164.210,3988334.371,1981.128,1981.128
396216.465,3988419.802,1981.146,1981.146
396203.508,3987998.332,1981.203,1981.203
396135.426,3988222.556,1981.231,1981.231
396155.967,3988120.755,1981.259,1981.259
396212.034,3988424.324,1981.379,1981.379
396200.330,3988039.103,1981.381,1981.381
396149.063,3988271.807,1981.387,1981.387
396179.796,3988410.907,1981.397,1981.397
396167.878,3988090.572,1981.412,1981.412
396217.502,3987946.156,1981.456,1981.456
396219.746,3987923.399,1981.459,1981.459
396218.022,3987899.896,1981.472,1981.472
396149.075,3988291.847,1981.501,1981.501
396294.809,3988359.227,1981.510,1981.510
396216.058,3987950.993,1981.527,1981.527
396150.945,3988141.965,1981.624,1981.624
396200.767,3988431.944,1981.648,1981.648
396169.065,3988353.898,1981.654,1981.654
396217.274,3987904.916,1981.668,1981.668
396153.655,3988294.305,1981.701,1981.701
396172.220,3988364.961,1981.703,1981.703
396195.398,3988017.286,1981.710,1981.710
396178.638,3988405.881,1981.711,1981.711
396146.669,3988173.402,1981.738,1981.738
396175.654,3988386.719,1981.753,1981.753
396210.128,3988056.589,1981.804,1981.804
396169.064,3988308.650,1981.840,1981.840
396135.941,3988229.207,1981.850,1981.850
396166.122,3988098.528,1981.853,1981.853
396152.958,3988135.286,1981.864,1981.864
396192.775,3988431.821,1981.878,1981.878
396202.217,3988043.901,1981.888,1981.888
396176.178,3988391.714,1981.897,1981.897
396205.947,3988006.333,1981.912,1981.912
396243.178,3988392.431,1981.918,1981.918
396136.569,3988235.450,1982.017,1982.017
396147.858,3988166.651,1982.017,1982.017
396151.744,3988146.952,1982.018,1982.018
396216.613,3987957.606,1982.036,1982.036
396199.748,3988034.113,1982.058,1982.058
396138.444,3988207.248,1982.228,1982.228
396137.248,3988240.535,1982.239,1982.239
396196.895,3988025.676,1982.260,1982.260
396178.254,3988398.059,1982.271,1982.271
396199.886,3988014.264,1982.287,1982.287
396139.695,3988200.819,1982.433,1982.433
396184.070,3988413.885,1982.497,1982.497
396169.098,3988319.671,1982.505,1982.505
396138.476,3988212.785,1982.564,1982.564
396246.902,3988388.243,1982.611,1982.611
396212.304,3988061.378,1982.648,1982.648
396172.209,3988087.918,1982.709,1982.709
396138.562,3988218.563,1982.747,1982.747
396170.324,3988348.328,1982.772,1982.772
396139.269,3988246.752,1982.774,1982.774
396219.294,3988415.285,1982.801,1982.801
396139.750,3988225.891,1982.843,1982.843
396142.862,3988263.677,1982.884,1982.884
396176.146,3988084.173,1982.890,1982.890
396218.767,3987931.098,1982.917,1982.917
396223.491,3987926.941,1982.920,1982.920
396203.995,3988075.165,1982.927,1982.927
396323.498,3988341.807,1982.972,1982.972
396202.326,3988426.753,1982.980,1982.980
396168.342,3988343.474,1982.989,1982.989
396219.575,3987918.203,1983.112,1983.112
396214.793,3987973.056,1983.143,1983.143
396222.400,3988411.314,1983.154,1983.154
396160.558,3988298.918,1983.168,1983.168
396152.995,3988163.992,1983.184,1983.184
396248.179,3988381.290,1983.203,1983.203
396157.347,3988129.337,1983.204,1983.204
396159.820,3988124.384,1983.204,1983.204
396213.047,3987986.893,1983.208,1983.208
396204.811,3988012.896,1983.246,1983.246
396184.857,3988419.397,1983.272,1983.272
396199.499,3988078.328,1983.299,1983.299
396180.325,3988388.738,1983.305,1983.305
396188.354,3988423.050,1983.317,1983.317
396309.547,3988348.776,1983.334,1983.334
396142.871,3988258.051,1983.410,1983.410
396172.914,3988357.098,1983.420,1983.420
396193.549,3988426.397,1983.429,1983.429
396317.852,3988344.793,1983.453,1983.453
396265.701,3988375.146,1983.455,1983.455
396199.125,3988020.941,1983.483,1983.483
396219.734,3987941.375,1983.503,1983.503
396165.464,3988300.745,1983.511,1983.511
396168.457,3988337.251,1983.529,1983.529
396214.725,3987982.031,1983.542,1983.542
396140.332,3988231.913,1983.569,1983.569
396209.239,3988010.423,1983.626,1983.626
396181.645,3988378.272,1983.633,1983.633
396179.064,3988382.857,1983.654,1983.654
396187.564,3988081.878,1983.664,1983.664
396219.847,3987913.075,1983.674,1983.674
396196.167,3988082.073,1983.728,1983.728
396229.167,3988403.532,1983.763,1983.763
396209.895,3988077.047,1983.808,1983.808
396191.787,3988084.812,1983.871,1983.871
396300.706,3988352.522,1983.879,1983.879
396208.029,3988001.589,1983.879,1983.879
396232.795,3988397.946,1983.888,1983.888
396170.342,3988095.175,1983.896,1983.896
396205.329,3988080.209,1983.918,1983.918
396208.142,3988072.129,1983.941,1983.941
396221.626,3987908.399,1983.955,1983.955
396160.979,3988118.724,1983.965,1983.965
396224.237,3987920.718,1983.969,1983.969
396169.719,3988303.595,1983.974,1983.974
396207.630,3987994.950,1983.997,1983.997
396142.221,3988251.327,1984.036,1984.036
396204.461,3988068.598,1984.053,1984.053
396212.221,3987977.353,1984.081,1984.081
396173.471,3988311.168,1984.083,1984.083
396174.996,3988346.061,1984.090,1984.090
396200.762,3988029.055,1984.144,1984.144
396225.620,3987944.672,1984.153,1984.153
396220.901,3987954.021,1984.153,1984.153
396145.521,3988200.177,1984.159,1984.159
396167.443,3988104.995,1984.171,1984.171
396278.027,3988365.013,1984.186,1984.186
396222.317,3987902.849,1984.194,1984.194
396167.203,3988330.025,1984.216,1984.216
396155.163,3988153.770,1984.228,1984.228
396151.079,3988170.741,1984.230,1984.230
396257.732,3988376.785,1984.278,1984.278
396217.250,3987965.987,1984.324,1984.324
396222.195,3987948.936,1984.340,1984.340
396206.050,3988422.354,1984.397,1984.397
396227.844,3987903.994,1984.409,1984.409
396141.596,3988237.395,1984.424,1984.424
396157.912,3988134.560,1984.442,1984.442
396153.475,3988288.802,1984.467,1984.467
396153.436,3988186.143,1984.483,1984.483
396170.625,3988100.877,1984.500,1984.500
396166.497,3988109.951,1984.546,1984.546
396220.048,3987961.730,1984.561,1984.561
396181.102,3988373.282,1984.615,1984.615
396142.195,3988242.410,1984.623,1984.623
396182.648,3988402.024,1984.647,1984.647
396164.038,3988114.653,1984.666,1984.666
396282.246,3988361.913,1984.673,1984.673
396156.012,3988139.532,1984.693,1984.693
396148.227,3988195.914,1984.702,1984.702
396209.090,3987990.031,1984.735,1984.735
396175.447,3988092.349,1984.741,1984.741
396188.503,3988410.779,1984.890,1984.890
396143.352,3988205.062,1984.894,1984.894
396162.248,3988131.069,1984.943,1984.943
396176.593,3988361.723,1985.025,1985.025
396183.750,3988085.368,1985.120,1985.120
396142.921,3988210.347,1985.124,1985.124
396174.240,3988352.035,1985.127,1985.127
396167.847,3988325.002,1985.160,1985.160
396211.024,3988083.578,1985.171,1985.171
396204.721,3988036.504,1985.220,1985.220
396184.950,3988406.866,1985.258,1985.258
396202.868,3988024.399,1985.259,1985.259
396225.818,3987983.767,1985.268,1985.268
396215.937,3988065.507,1985.293,1985.293
396147.206,3988260.655,1985.354,1985.354
396201.544,3988083.627,1985.355,1985.355
396157.695,3988144.574,1985.371,1985.371
396177.271,3988366.989,1985.443,1985.443
396199.044,3988422.715,1985.450,1985.450
396153.536,3988180.709,1985.464,1985.464
396179.143,3988088.549,1985.470,1985.470
396219.966,3987936.257,1985.479,1985.479
396146.718,3988254.512,1985.516,1985.516
396142.909,3988221.868,1985.516,1985.516
396181.874,3988394.070,1985.599,1985.599
396206.569,3988047.375,1985.604,1985.604
396207.489,3988041.077,1985.642,1985.642
396164.729,3988126.500,1985.663,1985.663
396153.400,3988175.648,1985.688,1985.688
396193.189,3988420.679,1985.697,1985.697
396291.003,3988354.885,1985.710,1985.710
396142.868,3988215.691,1985.752,1985.752
396219.613,3987970.515,1985.790,1985.790
396190.026,3988416.724,1985.878,1985.878
396202.450,3988418.795,1985.881,1985.881
396210.857,3988418.098,1985.891,1985.891
396210.037,3988051.525,1985.903,1985.903
396158.020,3988149.574,1985.967,1985.967
396204.177,3988018.049,1985.992,1985.992
396185.542,3988397.907,1985.995,1985.995
396211.112,3988067.918,1986.013,1986.013
396224.312,3988406.307,1986.030,1986.030
396152.211,3988192.319,1986.046,1986.046
396326.512,3988336.259,1986.113,1986.113
396252.119,3988378.178,1986.153,1986.153
396223.951,3987932.428,1986.177,1986.177
396224.959,3987914.673,1986.194,1986.194
396304.309,3988348.186,1986.194,1986.194
396145.440,3988246.788,1986.201,1986.201
396172.287,3988107.363,1986.203,1986.203
396172.836,3988341.261,1986.317,1986.317
396227.918,3987924.264,1986.355,1986.355
396286.045,3988357.332,1986.376,1986.376
396272.595,3988366.999,1986.461,1986.461
396211.582,3988005.588,1986.511,1986.511
396214.787,3988079.591,1986.546,1986.546
396217.326,3988409.445,1986.706,1986.706
396224.348,3987958.179,1986.708,1986.708
396240.050,3988388.225,1986.712,1986.712
396206.178,3988085.999,1986.760,1986.760
396228.455,3987929.298,1986.803,1986.803
396144.689,3988228.589,1986.812,1986.812
396158.605,3988291.295,1986.845,1986.845
396219.363,3987975.680,1986.862,1986.862
396184.600,3988385.587,1986.871,1986.871
396232.258,3987907.010,1986.922,1986.922
396205.618,3988031.406,1986.938,1986.938
396169.017,3988117.145,1986.951,1986.951
396309.931,3988343.632,1986.981,1986.981
396174.837,3988304.434,1986.996,1986.996
396243.490,3988384.448,1987.023,1987.023
396150.600,3988203.350,1987.059,1987.059
396145.314,3988233.856,1987.088,1987.088
396268.838,3988371.032,1987.092,1987.092
396171.604,3988333.070,1987.098,1987.098
396171.240,3988112.470,1987.104,1987.104
396213.750,3987992.259,1987.186,1987.186
396175.373,3988097.854,1987.195,1987.195
396156.010,3988168.064,1987.199,1987.199
396234.907,3988392.679,1987.265,1987.265
396178.536,3988354.736,1987.324,1987.324
396209.077,3988016.142,1987.346,1987.346
396213.472,3988412.680,1987.438,1987.438
396164.058,3988136.109,1987.453,1987.453
396159.517,3988163.454,1987.503,1987.503
396295.305,3988351.195,1987.506,1987.506
396175.988,3988102.951,1987.508,1987.508
396161.101,3988140.469,1987.517,1987.517
396222.861,3987966.336,1987.559,1987.559
396157.290,3988280.868,1987.583,1987.583
396217.232,3988059.211,1987.614,1987.614
396189.706,3988401.974,1987.623,1987.623
396159.138,3988158.186,1987.631,1987.631
396150.948,3988264.264,1987.635,1987.635
396179.766,3988095.048,1987.650,1987.650
396146.676,3988239.545,1987.651,1987.651
396155.968,3988275.650,1987.672,1987.672
396193.526,3988412.881,1987.712,1987.712
396259.743,3988371.926,1987.716,1987.716
396206.311,3988415.372,1987.736,1987.736
396227.561,3988398.721,1987.741,1987.741
396211.578,3987998.064,1987.753,1987.753
396147.882,3988207.754,1987.774,1987.774
396196.627,3988416.851,1987.843,1987.843
396153.382,3988268.789,1987.848,1987.848
396157.818,3988172.855,1987.862,1987.862
396152.872,3988198.679,1987.887,1987.887
396151.070,3988257.031,1987.888,1987.888
396214.766,3988054.469,1987.890,1987.890
396187.529,3988392.428,1987.893,1987.893
396264.111,3988368.824,1987.893,1987.893
396157.256,3988189.560,1987.947,1987.947
396183.482,3988091.154,1987.960,1987.960
396207.819,3988021.570,1987.985,1987.985
396162.856,3988145.799,1987.990,1987.990
396188.002,3988088.675,1988.009,1988.009
396158.007,3988183.020,1988.024,1988.024
396158.570,3988285.823,1988.080,1988.080
396196.313,3988087.305,1988.092,1988.092
396229.253,3987917.777,1988.102,1988.102
396222.281,3987980.104,1988.116,1988.116
396175.107,3988336.684,1988.186,1988.186
396207.823,3988026.788,1988.189,1988.189
396181.092,3988359.205,1988.196,1988.196
396182.273,3988364.423,1988.197,1988.197
396215.415,3988086.659,1988.219,1988.219
396226.629,3987953.316,1988.234,1988.234
396149.300,3988250.105,1988.240,1988.240
396178.775,3988349.394,1988.250,1988.250
396178.461,3988308.152,1988.268,1988.268
396147.891,3988213.751,1988.349,1988.349
396147.819,3988224.431,1988.363,1988.363
396213.476,3988013.625,1988.379,1988.379
396186.645,3988380.724,1988.470,1988.470
396149.702,3988243.990,1988.484,1988.484
396147.861,3988219.267,1988.504,1988.504
396172.667,3988327.411,1988.514,1988.514
396192.949,3988406.295,1988.525,1988.525
396229.064,3987948.676,1988.582,1988.582
396159.143,3988177.829,1988.587,1988.587
396228.796,3987910.944,1988.632,1988.632
396156.587,3988194.905,1988.646,1988.646
396161.615,3988153.746,1988.743,1988.743
396168.195,3988296.228,1988.750,1988.750
396277.094,3988359.991,1988.807,1988.807
396211.075,3988044.899,1988.833,1988.833
396210.517,3988034.685,1988.872,1988.872
396254.347,3988373.034,1988.990,1988.990
396215.353,3988001.576,1988.994,1988.994
396298.985,3988347.207,1989.047,1989.047
396215.502,3988008.934,1989.099,1989.099
396184.717,3988369.340,1989.102,1989.102
396244.048,3988376.398,1989.109,1989.109
396162.814,3988294.313,1989.122,1989.122
396186.006,3988374.846,1989.141,1989.141
396224.124,3987973.385,1989.200,1989.200
396337.031,3988331.139,1989.225,1989.225
396244.646,3988369.521,1989.365,1989.365
396218.127,3988404.431,1989.369,1989.369
396202.499,3988411.278,1989.386,1989.386
396213.533,3988073.473,1989.397,1989.397
396208.340,3988410.568,1989.401,1989.401
396167.284,3988132.165,1989.422,1989.422
396163.595,3988160.471,1989.433,1989.433
396222.652,3988400.630,1989.463,1989.463
396149.734,3988230.752,1989.491,1989.491
396316.566,3988338.024,1989.507,1989.507
396218.266,3987989.272,1989.510,1989.510
396219.063,3988082.414,1989.514,1989.514
396221.281,3988012.164,1989.522,1989.522
396173.628,3988119.209,1989.575,1989.575
396227.030,3987936.735,1989.579,1989.579
396220.990,3988063.228,1989.669,1989.669
396170.686,3988123.285,1989.731,1989.731
396180.280,3988344.521,1989.769,1989.769
396197.809,3988408.405,1989.784,1989.784
396193.235,3988091.264,1989.865,1989.865
396212.501,3988029.886,1989.871,1989.871
396171.476,3988128.372,1989.892,1989.892
396280.979,3988356.224,1989.909,1989.909
396217.283,3987996.276,1989.909,1989.909
396152.224,3988211.085,1989.951,1989.951
396191.582,3988395.701,1989.974,1989.974
396176.852,3988114.923,1990.071,1990.071
396154.795,3988206.549,1990.073,1990.073
396180.362,3988105.528,1990.122,1990.122
396177.688,3988109.821,1990.131,1990.131
396232.901,3987945.389,1990.133,1990.133
396166.547,3988142.010,1990.148,1990.148
396331.785,3988331.608,1990.152,1990.152
396150.371,3988236.085,1990.219,1990.219
396168.989,3988137.431,1990.227,1990.227
396184.591,3988097.047,1990.227,1990.227
396180.579,3988100.462,1990.230,1990.230
396179.720,3988339.483,1990.259,1990.259
396248.130,3988373.338,1990.270,1990.270
396161.289,3988168.952,1990.277,1990.277
396229.990,3987940.971,1990.278,1990.278
396233.562,3988387.764,1990.288,1990.288
396212.813,3988024.641,1990.290,1990.290
396172.963,3988298.784,1990.298,1990.298
396237.112,3988383.787,1990.300,1990.300
396240.274,3988379.691,1990.311,1990.311
396286.568,3988352.310,1990.311,1990.311
396165.832,3988150.002,1990.346,1990.346
396176.977,3988331.988,1990.348,1990.348
396227.758,3988393.657,1990.357,1990.357
396226.650,3987962.944,1990.416,1990.416
396161.114,3988277.207,1990.437,1990.437
396222.813,3988067.956,1990.448,1990.448
396212.834,3988039.217,1990.560,1990.560
396233.198,3987914.210,1990.604,1990.604
396217.596,3988070.446,1990.612,1990.612
396174.902,3988322.655,1990.666,1990.666
396165.334,3988165.239,1990.672,1990.672
396163.517,3988287.581,1990.742,1990.742
396157.841,3988200.231,1990.795,1990.795
396161.642,3988186.698,1990.822,1990.822
396162.884,3988181.644,1990.827,1990.827
396183.464,3988351.354,1990.829,1990.829
396152.367,3988216.620,1990.848,1990.848
396267.465,3988364.515,1990.857,1990.857
396232.710,3987921.423,1990.875,1990.875
396158.496,3988270.812,1990.891,1990.891
396272.103,3988361.362,1990.904,1990.904
396162.293,3988282.089,1990.911,1990.911
396210.271,3988405.134,1990.923,1990.923
396162.814,3988174.361,1990.950,1990.950
396174.104,3988317.634,1990.977,1990.977
396217.347,3988027.003,1991.019,1991.019
396152.365,3988221.981,1991.039,1991.039
396190.429,3988384.795,1991.041,1991.041
396227.797,3987969.179,1991.047,1991.047
396172.240,3988133.517,1991.105,1991.105
396226.064,3988013.864,1991.119,1991.119
396154.453,3988252.829,1991.124,1991.124
396204.950,3988406.410,1991.152,1991.152
396188.459,3988093.667,1991.160,1991.160
396161.619,3988192.014,1991.168,1991.168
396194.551,3988400.400,1991.187,1991.187
396153.534,3988226.923,1991.195,1991.195
396192.139,3988389.520,1991.244,1991.244
396232.816,3987926.718,1991.255,1991.255
396154.103,3988246.930,1991.292,1991.292
396210.479,3988088.557,1991.324,1991.324
396214.742,3988048.416,1991.372,1991.372
396199.104,3988403.531,1991.389,1991.389
396157.452,3988265.158,1991.394,1991.394
396215.826,3988399.895,1991.397,1991.397
396166.595,3988155.299,1991.421,1991.421
396304.317,3988340.936,1991.424,1991.424
396162.201,3988196.981,1991.431,1991.431
396167.234,3988291.181,1991.447,1991.447
396154.545,3988233.125,1991.461,1991.461
396155.337,3988260.584,1991.462,1991.462
396231.785,3987934.066,1991.467,1991.467
396237.351,3987910.914,1991.537,1991.537
396158.445,3988256.218,1991.598,1991.598
396153.491,3988240.611,1991.605,1991.605
396231.084,3987959.814,1991.623,1991.623
396213.590,3988019.217,1991.640,1991.640
396227.287,3987977.733,1991.768,1991.768
396159.779,3988204.881,1991.831,1991.831
396215.962,3988033.767,1991.893,1991.893
396219.186,3988005.495,1991.921,1991.921
396198.546,3988093.559,1991.940,1991.940
396223.574,3987988.527,1991.957,1991.957
396217.914,3988016.033,1991.965,1991.965
396221.214,3988056.161,1992.001,1992.001
396201.596,3988089.149,1992.030,1992.030
396218.908,3988051.614,1992.051,1992.051
396177.848,3988300.129,1992.053,1992.053
396186.590,3988360.758,1992.067,1992.067
396231.252,3987964.971,1992.163,1992.163
396294.058,3988345.924,1992.219,1992.219
396177.855,3988326.742,1992.243,1992.243
396256.511,3988368.018,1992.315,1992.315
396181.604,3988303.756,1992.328,1992.328
396160.327,3988260.903,1992.356,1992.356
396190.367,3988377.316,1992.391,1992.391
396169.748,3988145.854,1992.524,1992.524
396237.539,3987942.615,1992.532,1992.532
396260.984,3988364.730,1992.581,1992.581
396185.080,3988346.594,1992.641,1992.641
396186.077,3988355.774,1992.673,1992.673
396239.091,3987947.668,1992.703,1992.703
396321.176,3988334.847,1992.726,1992.726
396234.706,3987950.413,1992.730,1992.730
396178.468,3988313.341,1992.752,1992.752
396221.564,3987993.278,1992.757,1992.757
396188.482,3988365.704,1992.762,1992.762
396221.015,3988030.765,1992.766,1992.766
396175.491,3988124.900,1992.780,1992.780
396167.410,3988183.969,1992.819,1992.819
396184.881,3988341.512,1992.821,1992.821
396166.742,3988188.975,1992.853,1992.853
396219.908,3988396.201,1992.944,1992.944
396189.764,3988371.292,1992.948,1992.948
396181.587,3988334.632,1992.977,1992.977
396166.581,3988170.533,1993.019,1993.019
396220.954,3988000.807,1993.037,1993.037
396157.381,3988213.569,1993.048,1993.048
396182.216,3988112.588,1993.057,1993.057
396194.005,3988381.101,1993.079,1993.079
396207.294,3988400.798,1993.120,1993.120
396167.294,3988178.163,1993.141,1993.141
396198.919,3988397.285,1993.170,1993.170
396169.066,3988161.701,1993.202,1993.202
396230.643,3987973.537,1993.231,1993.231
396196.482,3988392.813,1993.239,1993.239
396157.218,3988218.690,1993.270,1993.270
396185.311,3988102.572,1993.293,1993.293
396236.671,3987917.916,1993.351,1993.351
396171.339,3988151.386,1993.437,1993.437
396161.123,3988209.712,1993.440,1993.440
396224.227,3988008.090,1993.442,1993.442
396206.444,3988091.718,1993.445,1993.445
396235.974,3987931.218,1993.467,1993.467
396274.084,3988355.521,1993.472,1993.472
396176.456,3988130.061,1993.474,1993.474
396217.839,3988038.830,1993.489,1993.489
396170.400,3988166.798,1993.498,1993.498
396176.643,3988137.373,1993.498,1993.498
396215.946,3988043.501,1993.535,1993.535
396178.628,3988120.803,1993.540,1993.540
396158.506,3988249.548,1993.544,1993.544
396172.527,3988141.243,1993.547,1993.547
396236.330,3987962.290,1993.551,1993.551
396158.101,3988243.321,1993.606,1993.606
396165.372,3988200.882,1993.650,1993.650
396216.213,3988091.652,1993.656,1993.656
396182.197,3988329.405,1993.692,1993.692
396224.702,3987997.340,1993.733,1993.733
396220.325,3988088.068,1993.741,1993.741
396184.815,3988108.075,1993.747,1993.747
396193.749,3988096.680,1993.753,1993.753
396183.136,3988117.797,1993.770,1993.770
396218.490,3988075.916,1993.774,1993.774
396179.158,3988318.901,1993.787,1993.787
396231.682,3987954.695,1993.802,1993.802
396196.569,3988385.496,1993.816,1993.816
396189.563,3988099.507,1993.833,1993.833
396180.381,3988126.480,1993.834,1993.834
396237.256,3987923.930,1993.838,1993.838
396165.388,3988274.093,1993.849,1993.849
396158.054,3988229.197,1993.857,1993.857
396167.240,3988283.584,1993.858,1993.858
396226.399,3988388.484,1993.862,1993.862
396171.666,3988156.932,1993.922,1993.922
396157.833,3988237.211,1993.945,1993.945
396250.543,3988368.759,1993.945,1993.945
396297.218,3988341.972,1993.964,1993.964
396186.021,3988306.469,1994.005,1994.005
396166.619,3988193.990,1994.037,1994.037
396162.190,3988266.887,1994.100,1994.100
396158.448,3988223.875,1994.156,1994.156
396229.198,3987987.613,1994.219,1994.219
396174.871,3988147.568,1994.231,1994.231
396235.312,3987937.830,1994.242,1994.242
396194.144,3988373.820,1994.277,1994.277
396221.180,3988391.132,1994.347,1994.347
396333.988,3988326.276,1994.389,1994.389
396226.892,3988064.473,1994.505,1994.505
396218.448,3988021.488,1994.535,1994.535
396264.132,3988360.053,1994.543,1994.543
396188.619,3988350.942,1994.559,1994.559
396227.705,3988070.911,1994.560,1994.560
396225.990,3988059.495,1994.611,1994.611
396222.647,3988035.718,1994.645,1994.645
396269.007,3988357.144,1994.656,1994.656
396223.092,3988073.548,1994.698,1994.698
396306.805,3988334.468,1994.699,1994.699
396229.654,3988384.268,1994.742,1994.742
396164.761,3988205.862,1994.771,1994.771
396189.730,3988105.057,1994.798,1994.798
396231.706,3988067.428,1994.830,1994.830
396222.561,3988025.264,1994.836,1994.836
396240.241,3988372.454,1994.884,1994.884
396168.898,3988278.288,1994.889,1994.889
396187.192,3988114.576,1994.891,1994.891
396226.192,3988054.061,1994.926,1994.926
396279.637,3988351.214,1994.989,1994.989
396311.900,3988332.466,1995.033,1995.033
396209.239,3988395.985,1995.036,1995.036
396240.324,3987928.134,1995.073,1995.073
396162.453,3988215.348,1995.101,1995.101
396202.844,3988393.781,1995.110,1995.110
396289.035,3988345.654,1995.119,1995.119
396329.867,3988323.069,1995.165,1995.165
396200.236,3988389.306,1995.227,1995.227
396236.183,3987957.250,1995.253,1995.253
396317.636,3988329.205,1995.260,1995.260
396192.875,3988362.517,1995.324,1995.324
396176.632,3988295.079,1995.436,1995.436
396232.304,3988072.938,1995.436,1995.436
396193.706,3988368.011,1995.442,1995.442
396180.409,3988133.956,1995.446,1995.446
396284.013,3988347.655,1995.472,1995.472
396214.849,3988393.215,1995.481,1995.481
396226.019,3988029.054,1995.500,1995.500
396182.432,3988322.991,1995.519,1995.519
396162.894,3988251.994,1995.537,1995.537
396191.310,3988356.996,1995.554,1995.554
396257.585,3988360.772,1995.642,1995.642
396197.913,3988377.603,1995.699,1995.699
396220.314,3988046.641,1995.711,1995.711
396187.306,3988337.008,1995.794,1995.794
396172.243,3988291.937,1995.841,1995.841
396198.453,3988098.568,1995.883,1995.883
396232.464,3988062.200,1995.893,1995.893
396227.691,3987992.817,1995.940,1995.940
396171.356,3988191.824,1995.951,1995.951
396230.812,3987981.291,1995.968,1995.968
396161.569,3988233.297,1995.976,1995.976
396241.041,3987914.882,1995.988,1995.988
396243.582,3987944.568,1996.009,1996.009
396170.337,3988174.032,1996.015,1996.015
396222.206,3988041.670,1996.132,1996.132
396172.554,3988186.420,1996.155,1996.155
396162.257,3988220.635,1996.183,1996.183
396184.143,3988122.944,1996.203,1996.203
396166.140,3988211.426,1996.236,1996.236
396172.355,3988286.832,1996.244,1996.244
396240.031,3987934.856,1996.260,1996.260
396182.942,3988298.246,1996.262,1996.262
396239.991,3987952.916,1996.265,1996.265
396171.663,3988181.168,1996.271,1996.271
396169.939,3988198.175,1996.279,1996.279
396186.622,3988331.909,1996.284,1996.284
396236.517,3988376.143,1996.289,1996.289
396167.195,3988269.417,1996.309,1996.309
396228.074,3988033.942,1996.330,1996.330
396234.221,3987969.039,1996.332,1996.332
396301.672,3988336.139,1996.420,1996.420
396165.335,3988262.499,1996.443,1996.443
396174.092,3988163.039,1996.443,1996.443
396222.829,3988018.540,1996.462,1996.462
396232.607,3988380.093,1996.545,1996.545
396223.107,3988078.730,1996.592,1996.592
396162.191,3988239.730,1996.667,1996.667
396224.000,3988084.278,1996.690,1996.690
396203.500,3988096.057,1996.697,1996.697
396174.505,3988171.211,1996.698,1996.698
396244.832,3987949.761,1996.700,1996.700
396229.721,3987999.189,1996.711,1996.711
396241.210,3987920.599,1996.714,1996.714
396163.672,3988246.687,1996.748,1996.748
396193.446,3988352.284,1996.874,1996.874
396233.463,3987990.255,1996.874,1996.874
396312.592,3988327.429,1996.876,1996.876
396210.937,3988094.158,1996.888,1996.888
396236.642,3988070.437,1996.916,1996.916
396181.432,3988139.241,1996.943,1996.943
396184.079,3988129.957,1996.965,1996.965
396177.985,3988143.318,1996.965,1996.965
396164.746,3988256.928,1996.966,1996.966
396176.117,3988153.830,1996.993,1996.993
396162.878,3988226.237,1997.006,1997.006
396234.405,3987985.245,1997.024,1997.024
396235.413,3987976.957,1997.049,1997.049
396228.322,3988076.021,1997.062,1997.062
396188.031,3988119.562,1997.074,1997.074
396177.213,3988158.879,1997.077,1997.077
396229.743,3988017.808,1997.085,1997.085
396291.970,3988341.317,1997.088,1997.088
396198.765,3988370.025,1997.109,1997.109
396201.520,3988381.712,1997.185,1997.185
396179.495,3988149.983,1997.196,1997.196
396204.580,3988386.418,1997.207,1997.207
396190.340,3988110.102,1997.211,1997.211
396238.522,3987972.849,1997.222,1997.222
